-5.000000	-5.000000	-5.000000	-4.090909	-4.090909	-4.090909	
-4.090909	-5.000000	-5.000000	-3.181818	-4.090909	-4.090909	
-3.181818	-5.000000	-5.000000	-2.272727	-4.090909	-4.090909	
-2.272727	-5.000000	-5.000000	-1.363636	-4.090909	-4.090909	
-1.363636	-5.000000	-5.000000	-0.454545	-4.090909	-4.090909	
-0.454545	-5.000000	-5.000000	0.454545	-4.090909	-4.090909	
0.454545	-5.000000	-5.000000	1.363636	-4.090909	-4.090909	
1.363636	-5.000000	-5.000000	2.272727	-4.090909	-4.090909	
2.272727	-5.000000	-5.000000	3.181818	-4.090909	-4.090909	
3.181818	-5.000000	-5.000000	4.090909	-4.090909	-4.090909	
4.090909	-5.000000	-5.000000	5.000000	-4.090909	-4.090909	
-5.000000	-4.090909	-5.000000	-4.090909	-3.181818	-4.090909	
-4.090909	-4.090909	-5.000000	-3.181818	-3.181818	-4.090909	
-3.181818	-4.090909	-5.000000	-2.272727	-3.181818	-4.090909	
-2.272727	-4.090909	-5.000000	-1.363636	-3.181818	-4.090909	
-1.363636	-4.090909	-5.000000	-0.454545	-3.181818	-4.090909	
-0.454545	-4.090909	-5.000000	0.454545	-3.181818	-4.090909	
0.454545	-4.090909	-5.000000	1.363636	-3.181818	-4.090909	
1.363636	-4.090909	-5.000000	2.272727	-3.181818	-4.090909	
2.272727	-4.090909	-5.000000	3.181818	-3.181818	-4.090909	
3.181818	-4.090909	-5.000000	4.090909	-3.181818	-4.090909	
4.090909	-4.090909	-5.000000	5.000000	-3.181818	-4.090909	
-5.000000	-3.181818	-5.000000	-4.090909	-2.272727	-4.090909	
-4.090909	-3.181818	-5.000000	-3.181818	-2.272727	-4.090909	
-3.181818	-3.181818	-5.000000	-2.272727	-2.272727	-4.090909	
-2.272727	-3.181818	-5.000000	-1.363636	-2.272727	-4.090909	
-1.363636	-3.181818	-5.000000	-0.454545	-2.272727	-4.090909	
-0.454545	-3.181818	-5.000000	0.454545	-2.272727	-4.090909	
0.454545	-3.181818	-5.000000	1.363636	-2.272727	-4.090909	
1.363636	-3.181818	-5.000000	2.272727	-2.272727	-4.090909	
2.272727	-3.181818	-5.000000	3.181818	-2.272727	-4.090909	
3.181818	-3.181818	-5.000000	4.090909	-2.272727	-4.090909	
4.090909	-3.181818	-5.000000	5.000000	-2.272727	-4.090909	
-5.000000	-2.272727	-5.000000	-4.090909	-1.363636	-4.090909	
-4.090909	-2.272727	-5.000000	-3.181818	-1.363636	-4.090909	
-3.181818	-2.272727	-5.000000	-2.272727	-1.363636	-4.090909	
-2.272727	-2.272727	-5.000000	-1.363636	-1.363636	-4.090909	
-1.363636	-2.272727	-5.000000	-0.454545	-1.363636	-4.090909	
-0.454545	-2.272727	-5.000000	0.454545	-1.363636	-4.090909	
0.454545	-2.272727	-5.000000	1.363636	-1.363636	-4.090909	
1.363636	-2.272727	-5.000000	2.272727	-1.363636	-4.090909	
2.272727	-2.272727	-5.000000	3.181818	-1.363636	-4.090909	
3.181818	-2.272727	-5.000000	4.090909	-1.363636	-4.090909	
4.090909	-2.272727	-5.000000	5.000000	-1.363636	-4.090909	
-5.000000	-1.363636	-5.000000	-4.090909	-0.454545	-4.090909	
-4.090909	-1.363636	-5.000000	-3.181818	-0.454545	-4.090909	
-3.181818	-1.363636	-5.000000	-2.272727	-0.454545	-4.090909	
-2.272727	-1.363636	-5.000000	-1.363636	-0.454545	-4.090909	
-1.363636	-1.363636	-5.000000	-0.454545	-0.454545	-4.090909	
-0.454545	-1.363636	-5.000000	0.454545	-0.454545	-4.090909	
0.454545	-1.363636	-5.000000	1.363636	-0.454545	-4.090909	
1.363636	-1.363636	-5.000000	2.272727	-0.454545	-4.090909	
2.272727	-1.363636	-5.000000	3.181818	-0.454545	-4.090909	
3.181818	-1.363636	-5.000000	4.090909	-0.454545	-4.090909	
4.090909	-1.363636	-5.000000	5.000000	-0.454545	-4.090909	
-5.000000	-0.454545	-5.000000	-4.090909	0.454545	-4.090909	
-4.090909	-0.454545	-5.000000	-3.181818	0.454545	-4.090909	
-3.181818	-0.454545	-5.000000	-2.272727	0.454545	-4.090909	
-2.272727	-0.454545	-5.000000	-1.363636	0.454545	-4.090909	
-1.363636	-0.454545	-5.000000	-0.454545	0.454545	-4.090909	
-0.454545	-0.454545	-5.000000	0.454545	0.454545	-4.090909	
0.454545	-0.454545	-5.000000	1.363636	0.454545	-4.090909	
1.363636	-0.454545	-5.000000	2.272727	0.454545	-4.090909	
2.272727	-0.454545	-5.000000	3.181818	0.454545	-4.090909	
3.181818	-0.454545	-5.000000	4.090909	0.454545	-4.090909	
4.090909	-0.454545	-5.000000	5.000000	0.454545	-4.090909	
-5.000000	0.454545	-5.000000	-4.090909	1.363636	-4.090909	
-4.090909	0.454545	-5.000000	-3.181818	1.363636	-4.090909	
-3.181818	0.454545	-5.000000	-2.272727	1.363636	-4.090909	
-2.272727	0.454545	-5.000000	-1.363636	1.363636	-4.090909	
-1.363636	0.454545	-5.000000	-0.454545	1.363636	-4.090909	
-0.454545	0.454545	-5.000000	0.454545	1.363636	-4.090909	
0.454545	0.454545	-5.000000	1.363636	1.363636	-4.090909	
1.363636	0.454545	-5.000000	2.272727	1.363636	-4.090909	
2.272727	0.454545	-5.000000	3.181818	1.363636	-4.090909	
